trial_num,best_sharpe
1,0.0001
2,0.0001
3,0.0001
4,0.0001
5,0.0001
6,0.0001
7,0.0001
8,0.0001
9,0.0001
10,0.0001
11,0.0001
12,0.0001
13,0.0001
14,0.0001
15,0.0001
16,0.0001
17,0.0001
18,0.12087427980798883
19,0.12087427980798883
20,0.12087427980798883
21,0.12087427980798883
22,0.12087427980798883
23,0.12087427980798883
24,0.1522287233000511
25,0.1522287233000511
26,0.1522287233000511
27,0.1522287233000511
28,0.1522287233000511
29,0.1522287233000511
30,0.1522287233000511
31,0.1522287233000511
32,0.1522287233000511
33,0.1522287233000511
34,0.1522287233000511
35,0.1522287233000511
36,0.1522287233000511
37,0.1522287233000511
38,0.1522287233000511
39,0.1522287233000511
40,0.1522287233000511
41,0.1522287233000511
42,0.1522287233000511
43,0.1522287233000511
44,0.1522287233000511
45,0.1522287233000511
46,0.1522287233000511
47,0.1522287233000511
48,0.1522287233000511
49,0.1522287233000511
50,0.1522287233000511
51,0.1522287233000511
52,0.1522287233000511
53,0.1522287233000511
54,0.1522287233000511
55,0.1522287233000511
56,0.1522287233000511
57,0.1522287233000511
58,0.1522287233000511
59,0.1522287233000511
60,0.1522287233000511
61,0.1522287233000511
62,0.1522287233000511
63,0.1522287233000511
64,0.1522287233000511
65,0.1522287233000511
66,0.1534853768747182
67,0.1534853768747182
68,0.1534853768747182
69,0.1534853768747182
70,0.1534853768747182
71,0.1534853768747182
72,0.1534853768747182
73,0.1534853768747182
74,0.1534853768747182
75,0.1534853768747182
76,0.1534853768747182
77,0.1534853768747182
78,0.1534853768747182
79,0.1534853768747182
80,0.1534853768747182
81,0.1534853768747182
82,0.1534853768747182
83,0.1534853768747182
84,0.1534853768747182
85,0.1534853768747182
86,0.1534853768747182
87,0.1534853768747182
88,0.1534853768747182
89,0.1534853768747182
90,0.1534853768747182
91,0.1534853768747182
92,0.1534853768747182
93,0.1534853768747182
94,0.1534853768747182
95,0.1534853768747182
96,0.1534853768747182
97,0.1534853768747182
98,0.1534853768747182
99,0.1534853768747182
100,0.1534853768747182
101,0.1534853768747182
102,0.1534853768747182
103,0.1534853768747182
104,0.1534853768747182
105,0.1534853768747182
106,0.1534853768747182
107,0.1534853768747182
108,0.1534853768747182
109,0.1534853768747182
110,0.1534853768747182
111,0.1534853768747182
112,0.1534853768747182
113,0.1534853768747182
114,0.1534853768747182
115,0.1534853768747182
116,0.1534853768747182
117,0.1534853768747182
118,0.1534853768747182
119,0.1534853768747182
120,0.1534853768747182
121,0.1534853768747182
122,0.1534853768747182
123,0.1534853768747182
124,0.1534853768747182
125,0.1534853768747182
126,0.1534853768747182
127,0.1534853768747182
128,0.1534853768747182
129,0.1534853768747182
130,0.1534853768747182
131,0.1534853768747182
132,0.1534853768747182
133,0.1534853768747182
134,0.1534853768747182
135,0.1534853768747182
136,0.1534853768747182
137,0.1534853768747182
138,0.1534853768747182
139,0.1534853768747182
140,0.1534853768747182
141,0.1534853768747182
142,0.1534853768747182
143,0.1534853768747182
144,0.1534853768747182
145,0.1534853768747182
146,0.1534853768747182
147,0.1534853768747182
148,0.1534853768747182
149,0.1534853768747182
150,0.1534853768747182
151,0.1534853768747182
152,0.1534853768747182
153,0.1534853768747182
154,0.1534853768747182
155,0.1534853768747182
156,0.1534853768747182
157,0.1534853768747182
158,0.1534853768747182
159,0.1534853768747182
160,0.1534853768747182
161,0.1534853768747182
162,0.1534853768747182
163,0.1534853768747182
164,0.1534853768747182
165,0.1534853768747182
166,0.1534853768747182
167,0.1534853768747182
168,0.1534853768747182
169,0.1534853768747182
170,0.1534853768747182
171,0.1534853768747182
172,0.1534853768747182
173,0.1534853768747182
174,0.1534853768747182
175,0.1534853768747182
176,0.1534853768747182
177,0.1534853768747182
178,0.1534853768747182
179,0.1534853768747182
180,0.1534853768747182
181,0.1534853768747182
182,0.1534853768747182
183,0.1534853768747182
184,0.1534853768747182
185,0.1534853768747182
186,0.1534853768747182
187,0.1534853768747182
188,0.1534853768747182
189,0.1534853768747182
190,0.1534853768747182
191,0.1534853768747182
192,0.1534853768747182
193,0.1534853768747182
194,0.1534853768747182
195,0.1534853768747182
196,0.1534853768747182
197,0.1534853768747182
198,0.1534853768747182
199,0.1534853768747182
200,0.1534853768747182
201,0.1534853768747182
202,0.1534853768747182
203,0.1534853768747182
204,0.1534853768747182
205,0.1534853768747182
206,0.1534853768747182
207,0.1534853768747182
208,0.1534853768747182
209,0.1534853768747182
210,0.1534853768747182
211,0.1534853768747182
212,0.1534853768747182
213,0.1534853768747182
214,0.1534853768747182
215,0.1534853768747182
216,0.1534853768747182
217,0.1534853768747182
218,0.1534853768747182
219,0.1534853768747182
220,0.1534853768747182
221,0.1534853768747182
222,0.15378774372592793
223,0.15378774372592793
224,0.15378774372592793
225,0.15378774372592793
226,0.15378774372592793
227,0.15378774372592793
228,0.15378774372592793
229,0.15378774372592793
230,0.15378774372592793
231,0.15378774372592793
232,0.15378774372592793
233,0.15378774372592793
234,0.15378774372592793
235,0.15378774372592793
236,0.15378774372592793
237,0.15378774372592793
238,0.15378774372592793
239,0.15378774372592793
240,0.15378774372592793
241,0.15378774372592793
242,0.15378774372592793
243,0.15378774372592793
244,0.15378774372592793
245,0.15378774372592793
246,0.15378774372592793
247,0.15378774372592793
248,0.15378774372592793
249,0.15378774372592793
250,0.15378774372592793
251,0.15378774372592793
252,0.15378774372592793
253,0.15378774372592793
254,0.15378774372592793
255,0.15378774372592793
256,0.15378774372592793
257,0.15378774372592793
258,0.15378774372592793
259,0.15378774372592793
260,0.1830107415438183
261,0.1830107415438183
262,0.1830107415438183
263,0.1830107415438183
264,0.1830107415438183
265,0.1830107415438183
266,0.1830107415438183
267,0.1830107415438183
268,0.1830107415438183
269,0.1830107415438183
270,0.1830107415438183
271,0.1830107415438183
272,0.1830107415438183
273,0.1830107415438183
274,0.1830107415438183
275,0.1830107415438183
276,0.1830107415438183
277,0.1830107415438183
278,0.1830107415438183
279,0.1830107415438183
280,0.1830107415438183
281,0.1830107415438183
282,0.1830107415438183
283,0.1830107415438183
284,0.1830107415438183
285,0.1830107415438183
286,0.1830107415438183
287,0.1830107415438183
288,0.1830107415438183
289,0.1830107415438183
290,0.1830107415438183
291,0.1830107415438183
292,0.1830107415438183
293,0.1830107415438183
294,0.1830107415438183
295,0.1830107415438183
296,0.1830107415438183
297,0.1830107415438183
298,0.1830107415438183
299,0.1830107415438183
300,0.1830107415438183
